,date,title_pos,title_neg,desc_pos,desc_neg,content_pos,content_neg
1308,2018-06-09,1,0,1,0,1,0
1309,2018-06-10,0,1,1,0,1,0
1310,2018-06-10,1,0,1,0,1,0
1311,2018-06-10,0,1,0,1,1,0
1312,2018-06-10,0,1,0,1,1,0
1313,2018-06-10,1,0,0,1,1,0
1314,2018-06-10,0,1,0,1,1,0
1315,2018-06-11,1,0,1,0,1,0
1316,2018-06-11,1,0,1,0,1,0
1317,2018-06-11,1,0,1,0,1,0
1318,2018-06-11,1,0,1,0,1,0
1319,2018-06-11,0,1,1,0,1,0
1320,2018-06-12,1,0,1,0,1,0
1321,2018-06-12,1,0,1,0,1,0
1322,2018-06-12,0,1,1,0,1,0
1323,2018-06-12,1,0,1,0,1,0
1324,2018-06-12,1,0,1,0,1,0
1325,2018-06-12,1,0,1,0,1,0
1326,2018-06-12,0,1,1,0,1,0
1327,2018-06-13,1,0,1,0,1,0
1328,2018-06-13,1,0,1,0,1,0
1329,2018-06-13,1,0,1,0,0,0
1330,2018-06-13,1,0,0,1,0,0
1331,2018-06-13,1,0,1,0,1,0
1332,2018-06-14,1,0,1,0,1,0
1333,2018-06-14,0,1,0,1,1,0
1334,2018-06-14,0,1,1,0,1,0
1335,2018-06-14,1,0,1,0,1,0
1336,2018-06-14,1,0,1,0,1,0
1337,2018-06-14,0,1,1,0,1,0
1338,2018-06-14,0,1,0,1,1,0
1339,2018-06-15,1,0,1,0,1,0
1340,2018-06-15,0,1,1,0,1,0
1341,2018-06-15,1,0,1,0,1,0
1342,2018-06-15,0,1,0,1,1,0
1343,2018-06-15,1,0,1,0,1,0
1344,2018-06-15,1,0,1,0,1,0
1345,2018-06-15,1,0,0,1,1,0
1346,2018-06-15,0,1,1,0,1,0
1347,2018-06-15,0,1,1,0,1,0
1348,2018-06-16,0,1,1,0,0,0
1349,2018-06-16,1,0,1,0,1,0
1350,2018-06-16,1,0,1,0,1,0
1351,2018-06-16,1,0,1,0,1,0
1352,2018-06-16,1,0,1,0,1,0
1353,2018-06-17,0,1,0,1,0,1
1354,2018-06-17,1,0,1,0,1,0
1355,2018-06-17,0,1,1,0,1,0
1356,2018-06-17,1,0,1,0,1,0
1357,2018-06-17,1,0,1,0,1,0
1358,2018-06-18,1,0,1,0,1,0
1359,2018-06-18,0,1,1,0,1,0
1360,2018-06-18,0,1,0,1,1,0
1361,2018-06-18,1,0,1,0,1,0
1362,2018-06-18,1,0,1,0,1,0
1363,2018-06-18,1,0,1,0,1,0
1364,2018-06-18,1,0,0,1,1,0
1365,2018-06-19,1,0,0,1,1,0
1366,2018-06-19,1,0,0,1,1,0
1367,2018-06-19,0,1,1,0,1,0
1368,2018-06-19,0,1,1,0,1,0
1369,2018-06-20,1,0,1,0,1,0
1370,2018-06-20,1,0,1,0,1,0
1371,2018-06-20,1,0,1,0,1,0
1372,2018-06-20,1,0,1,0,1,0
1373,2018-06-20,1,0,1,0,1,0
1374,2018-06-20,1,0,1,0,1,0
1375,2018-06-21,0,1,1,0,1,0
1376,2018-06-21,1,0,1,0,1,0
1377,2018-06-21,1,0,1,0,1,0
1378,2018-06-21,1,0,1,0,1,0
1379,2018-06-21,0,1,1,0,1,0
1380,2018-06-21,1,0,1,0,1,0
1381,2018-06-21,0,1,0,1,1,0
1382,2018-06-21,1,0,1,0,1,0
1383,2018-06-22,1,0,1,0,1,0
1384,2018-06-22,1,0,1,0,1,0
1385,2018-06-22,1,0,1,0,1,0
1386,2018-06-22,1,0,1,0,1,0
1387,2018-06-22,0,1,1,0,0,0
1388,2018-06-22,0,1,0,1,1,0
1389,2018-06-23,0,1,0,1,1,0
1390,2018-06-23,1,0,1,0,1,0
1391,2018-06-23,0,1,1,0,0,0
1392,2018-06-23,1,0,1,0,1,0
1393,2018-06-23,1,0,1,0,1,0
1394,2018-06-23,0,1,1,0,1,0
1395,2018-06-24,1,0,1,0,1,0
1396,2018-06-24,1,0,1,0,1,0
1397,2018-06-24,1,0,1,0,1,0
1398,2018-06-25,1,0,1,0,1,0
1399,2018-06-25,1,0,1,0,1,0
1400,2018-06-25,0,1,1,0,1,0
1401,2018-06-25,1,0,1,0,1,0
1402,2018-06-25,1,0,1,0,1,0
1403,2018-06-25,1,0,1,0,1,0
1404,2018-06-25,1,0,1,0,1,0
1405,2018-06-25,1,0,1,0,1,0
1406,2018-06-26,1,0,1,0,1,0
1407,2018-06-26,1,0,1,0,1,0
1408,2018-06-26,1,0,1,0,1,0
1409,2018-06-26,1,0,1,0,1,0
1410,2018-06-26,1,0,1,0,1,0
1411,2018-06-27,1,0,1,0,1,0
1412,2018-06-27,1,0,1,0,1,0
1413,2018-06-27,1,0,0,1,1,0
1414,2018-06-27,1,0,1,0,1,0
1415,2018-06-27,1,0,1,0,1,0
1416,2018-06-27,1,0,1,0,1,0
1417,2018-06-27,1,0,1,0,1,0
1418,2018-06-27,1,0,1,0,1,0
1419,2018-06-28,1,0,1,0,1,0
1420,2018-06-28,1,0,1,0,0,0
1421,2018-06-28,1,0,1,0,1,0
1422,2018-06-28,1,0,1,0,1,0
1423,2018-06-28,0,1,0,1,1,0
1424,2018-06-29,1,0,1,0,1,0
1425,2018-06-29,1,0,0,1,1,0
1426,2018-06-29,1,0,1,0,1,0
1427,2018-06-29,1,0,1,0,1,0
1428,2018-06-29,1,0,0,1,1,0
1429,2018-06-29,0,1,1,0,1,0
1430,2018-06-30,1,0,1,0,0,0
1431,2018-06-30,1,0,1,0,0,0
1432,2018-06-30,0,0,1,0,1,0
1433,2018-06-30,1,0,1,0,1,0
1434,2018-06-30,1,0,1,0,1,0
1435,2018-07-01,1,0,1,0,1,0
1436,2018-07-01,1,0,1,0,1,0
1437,2018-07-01,1,0,1,0,1,0
1438,2018-07-01,1,0,1,0,1,0
1439,2018-07-01,1,0,1,0,1,0
1440,2018-07-01,1,0,1,0,1,0
1441,2018-07-02,1,0,1,0,1,0
1442,2018-07-02,1,0,1,0,1,0
1443,2018-07-02,1,0,1,0,1,0
1444,2018-07-02,1,0,1,0,1,0
1445,2018-07-02,1,0,0,1,1,0
1446,2018-07-02,1,0,1,0,0,0
1447,2018-07-02,1,0,1,0,1,0
1448,2018-07-03,1,0,1,0,1,0
1449,2018-07-03,1,0,1,0,1,0
1450,2018-07-03,1,0,1,0,1,0
1451,2018-07-03,0,1,1,0,1,0
1452,2018-07-03,1,0,0,1,1,0
1453,2018-07-03,1,0,1,0,1,0
1454,2018-07-03,1,0,1,0,1,0
1455,2018-07-03,1,0,1,0,1,0
1456,2018-07-04,1,0,0,1,1,0
1457,2018-07-04,1,0,1,0,1,0
1458,2018-07-04,1,0,1,0,1,0
1459,2018-07-04,1,0,1,0,1,0
1460,2018-07-04,0,1,1,0,1,0
1461,2018-07-05,1,0,1,0,1,0
1462,2018-07-05,1,0,1,0,1,0
1463,2018-07-05,0,1,1,0,1,0
1464,2018-07-05,1,0,1,0,0,0
1465,2018-07-05,1,0,1,0,0,0
1466,2018-07-05,1,0,1,0,1,0
1467,2018-07-06,1,0,1,0,1,0
1468,2018-07-06,1,0,1,0,1,0
1469,2018-07-06,1,0,1,0,1,0
1470,2018-07-06,1,0,0,1,1,0
1471,2018-07-06,0,1,1,0,1,0
1472,2018-07-07,1,0,1,0,1,0
1473,2018-07-07,0,1,1,0,1,0
1474,2018-07-07,1,0,1,0,1,0
1475,2018-07-07,0,1,0,1,1,0
1476,2018-07-08,1,0,1,0,1,0
1477,2018-07-08,1,0,1,0,1,0
1478,2018-07-08,1,0,1,0,1,0
1479,2018-07-08,1,0,1,0,0,0
1480,2018-07-08,0,1,1,0,1,0
1481,2018-07-08,1,0,0,0,1,0
1482,2018-07-08,0,1,1,0,0,0
1483,2018-07-08,0,1,1,0,1,0
1484,2018-07-09,1,0,1,0,1,0
1485,2018-07-09,1,0,1,0,1,0
1486,2018-07-09,1,0,1,0,1,0
1487,2018-07-09,1,0,1,0,1,0
1488,2018-07-09,1,0,1,0,1,0
1489,2018-07-09,0,1,0,1,1,0
1490,2018-07-09,1,0,1,0,1,0
1491,2018-07-09,1,0,1,0,1,0
1492,2018-07-09,1,0,1,0,1,0
1493,2018-07-10,0,1,1,0,1,0
1494,2018-07-10,1,0,1,0,1,0
1495,2018-07-10,0,1,1,0,1,0
1496,2018-07-10,0,1,1,0,1,0
1497,2018-07-10,1,0,0,1,1,0
1498,2018-07-10,0,1,0,1,1,0
1499,2018-07-11,0,1,0,1,1,0
1500,2018-07-11,1,0,1,0,1,0
1501,2018-07-11,1,0,0,1,1,0
1502,2018-07-11,1,0,1,0,1,0
1503,2018-07-11,1,0,1,0,1,0
1504,2018-07-12,1,0,0,1,1,0
1505,2018-07-12,1,0,1,0,1,0
1506,2018-07-12,1,0,1,0,1,0
1507,2018-07-12,0,1,0,1,1,0
1508,2018-07-12,0,1,1,0,0,0
1509,2018-07-12,1,0,1,0,1,0
1510,2018-07-13,1,0,1,0,1,0
1511,2018-07-13,1,0,1,0,1,0
1512,2018-07-13,1,0,1,0,1,0
1513,2018-07-13,1,0,1,0,1,0
1514,2018-07-13,1,0,1,0,1,0
1515,2018-07-13,1,0,1,0,1,0
1516,2018-07-14,1,0,1,0,1,0
1517,2018-07-14,1,0,1,0,1,0
1518,2018-07-14,0,1,1,0,1,0
1519,2018-07-14,0,1,1,0,1,0
1520,2018-07-14,0,1,0,1,1,0
1521,2018-07-15,0,1,1,0,1,0
1522,2018-07-15,0,1,0,1,1,0
1523,2018-07-15,1,0,1,0,1,0
1524,2018-07-15,1,0,1,0,1,0
1525,2018-07-15,0,1,0,1,1,0
1526,2018-07-15,0,1,1,0,1,0
1527,2018-07-16,1,0,1,0,1,0
1528,2018-07-16,1,0,1,0,1,0
1529,2018-07-16,0,1,1,0,1,0
1530,2018-07-16,1,0,1,0,1,0
1531,2018-07-16,1,0,0,1,1,0
1532,2018-07-16,1,0,1,0,1,0
1533,2018-07-16,1,0,1,0,1,0
1534,2018-07-17,1,0,1,0,1,0
1535,2018-07-17,1,0,1,0,1,0
1536,2018-07-17,0,1,1,0,1,0
1537,2018-07-17,0,1,0,1,1,0
1538,2018-07-17,1,0,1,0,1,0
1539,2018-07-18,1,0,0,1,1,0
1540,2018-07-18,1,0,1,0,1,0
1541,2018-07-18,1,0,1,0,1,0
1542,2018-07-18,1,0,1,0,1,0
1543,2018-07-18,0,1,1,0,1,0
1544,2018-07-18,0,1,1,0,1,0
1545,2018-07-19,1,0,1,0,1,0
1546,2018-07-19,1,0,1,0,1,0
1547,2018-07-19,0,1,1,0,1,0
1548,2018-07-19,1,0,1,0,1,0
1549,2018-07-19,1,0,1,0,1,0
1550,2018-07-19,0,1,1,0,1,0
1551,2018-07-19,0,1,0,1,1,0
1552,2018-07-19,1,0,1,0,1,0
1553,2018-07-19,1,0,1,0,1,0
1554,2018-07-20,0,1,1,0,1,0
1555,2018-07-20,1,0,1,0,1,0
1556,2018-07-20,1,0,1,0,1,0
1557,2018-07-20,1,0,1,0,1,0
1558,2018-07-20,1,0,0,1,1,0
1559,2018-07-20,0,1,1,0,1,0
1560,2018-07-21,1,0,1,0,0,0
1561,2018-07-21,1,0,1,0,1,0
1562,2018-07-21,0,1,1,0,1,0
1563,2018-07-21,1,0,1,0,1,0
1564,2018-07-21,1,0,1,0,1,0
1565,2018-07-22,1,0,1,0,1,0
1566,2018-07-22,1,0,1,0,1,0
1567,2018-07-22,1,0,1,0,1,0
1568,2018-07-22,0,1,1,0,1,0
1569,2018-07-22,1,0,1,0,1,0
1570,2018-07-23,1,0,1,0,0,0
1571,2018-07-23,1,0,1,0,0,0
1572,2018-07-23,1,0,1,0,1,0
1573,2018-07-23,1,0,1,0,1,0
1574,2018-07-23,1,0,1,0,1,0
1575,2018-07-24,1,0,1,0,1,0
1576,2018-07-24,0,1,1,0,1,0
1577,2018-07-24,1,0,1,0,1,0
1578,2018-07-24,1,0,1,0,1,0
1579,2018-07-24,1,0,1,0,1,0
1580,2018-07-24,1,0,1,0,0,0
1581,2018-07-24,1,0,1,0,1,0
1582,2018-07-24,1,0,1,0,1,0
1583,2018-07-25,0,1,1,0,1,0
1584,2018-07-25,1,0,1,0,1,0
1585,2018-07-25,1,0,1,0,1,0
1586,2018-07-25,1,0,1,0,1,0
1587,2018-07-25,1,0,1,0,0,0
1588,2018-07-26,0,1,1,0,1,0
1589,2018-07-26,0,1,1,0,1,0
1590,2018-07-26,1,0,1,0,1,0
1591,2018-07-26,1,0,1,0,0,0
1592,2018-07-26,0,1,1,0,1,0
1593,2018-07-27,1,0,1,0,1,0
1594,2018-07-27,1,0,1,0,1,0
1595,2018-07-27,1,0,1,0,1,0
1596,2018-07-27,0,1,0,1,1,0
1597,2018-07-27,1,0,1,0,1,0
1598,2018-07-28,0,1,1,0,1,0
1599,2018-07-28,1,0,1,0,1,0
1600,2018-07-28,1,0,1,0,0,0
1601,2018-07-28,1,0,1,0,1,0
1602,2018-07-28,0,1,1,0,1,0
1603,2018-07-29,1,0,1,0,1,0
1604,2018-07-29,1,0,1,0,1,0
1605,2018-07-29,0,1,1,0,1,0
1606,2018-07-29,1,0,1,0,1,0
1607,2018-07-30,1,0,1,0,1,0
1608,2018-07-30,1,0,1,0,0,0
1609,2018-07-30,0,1,0,1,1,0
1610,2018-07-30,1,0,1,0,1,0
1611,2018-07-30,1,0,1,0,1,0
1612,2018-07-30,1,0,0,1,1,0
1613,2018-07-31,1,0,0,1,1,0
1614,2018-07-31,0,1,1,0,1,0
1615,2018-07-31,0,1,1,0,0,0
1616,2018-07-31,0,1,1,0,1,0
1617,2018-07-31,0,1,1,0,0,0
1618,2018-07-31,1,0,1,0,1,0
1619,2018-08-01,1,0,1,0,1,0
1620,2018-08-01,1,0,1,0,1,0
1621,2018-08-01,1,0,1,0,1,0
1622,2018-08-01,1,0,0,1,1,0
1623,2018-08-01,0,1,1,0,1,0
1624,2018-08-01,0,1,1,0,1,0
1625,2018-08-01,0,1,1,0,0,0
1626,2018-08-01,1,0,1,0,1,0
1627,2018-08-01,1,0,1,0,1,0
1628,2018-08-02,0,1,0,1,1,0
1629,2018-08-02,0,1,0,1,1,0
1630,2018-08-02,1,0,1,0,1,0
1631,2018-08-02,0,1,1,0,1,0
1632,2018-08-02,1,0,1,0,1,0
1633,2018-08-03,1,0,1,0,1,0
1634,2018-08-03,1,0,1,0,1,0
1635,2018-08-03,1,0,0,1,1,0
1636,2018-08-03,1,0,1,0,0,0
1637,2018-08-03,1,0,1,0,1,0
1638,2018-08-03,1,0,1,0,0,0
1639,2018-08-04,1,0,1,0,1,0
1640,2018-08-04,1,0,1,0,1,0
1641,2018-08-04,1,0,1,0,1,0
1642,2018-08-04,1,0,1,0,1,0
1643,2018-08-04,1,0,0,1,1,0
1644,2018-08-04,1,0,1,0,1,0
1645,2018-08-04,1,0,1,0,1,0
1646,2018-08-04,1,0,1,0,1,0
1647,2018-08-04,1,0,1,0,1,0
1648,2018-08-04,1,0,1,0,1,0
1649,2018-08-05,0,1,1,0,1,0
1650,2018-08-05,1,0,0,1,1,0
1651,2018-08-05,1,0,1,0,1,0
1652,2018-08-05,0,1,0,1,1,0
1653,2018-08-05,1,0,1,0,1,0
1654,2018-08-06,0,1,0,1,1,0
1655,2018-08-06,0,1,1,0,1,0
1656,2018-08-06,1,0,1,0,1,0
1657,2018-08-06,1,0,1,0,1,0
1658,2018-08-06,0,1,1,0,1,0
1659,2018-08-06,1,0,1,0,0,1
1660,2018-08-06,1,0,1,0,1,0
1661,2018-08-06,1,0,1,0,1,0
1662,2018-08-06,0,1,1,0,1,0
1663,2018-08-06,0,1,0,1,1,0
1664,2018-08-07,1,0,1,0,1,0
1665,2018-08-07,1,0,1,0,1,0
1666,2018-08-07,1,0,0,1,1,0
1667,2018-08-07,1,0,0,1,1,0
1668,2018-08-07,1,0,1,0,1,0
1669,2018-08-07,1,0,1,0,1,0
1670,2018-08-07,0,1,1,0,1,0
1671,2018-08-08,1,0,1,0,1,0
1672,2018-08-08,0,1,1,0,1,0
1673,2018-08-08,1,0,1,0,1,0
1674,2018-08-08,1,0,1,0,1,0
1675,2018-08-08,1,0,1,0,1,0
1676,2018-08-08,1,0,1,0,1,0
1677,2018-08-08,1,0,0,1,1,0
1678,2018-08-08,1,0,1,0,1,0
1679,2018-08-09,0,1,1,0,1,0
1680,2018-08-09,1,0,1,0,1,0
1681,2018-08-09,1,0,1,0,1,0
1682,2018-08-09,1,0,1,0,1,0
1683,2018-08-09,1,0,1,0,1,0
1684,2018-08-09,1,0,1,0,1,0
1685,2018-08-09,1,0,1,0,1,0
1686,2018-08-10,1,0,1,0,1,0
1687,2018-08-10,1,0,1,0,1,0
1688,2018-08-10,1,0,0,1,1,0
1689,2018-08-10,0,1,1,0,1,0
1690,2018-08-10,1,0,1,0,1,0
1691,2018-08-10,0,1,1,0,1,0
1692,2018-08-11,1,0,1,0,1,0
1693,2018-08-11,1,0,1,0,1,0
1694,2018-08-11,1,0,0,1,1,0
1695,2018-08-11,1,0,1,0,1,0
1696,2018-08-11,1,0,1,0,1,0
1697,2018-08-11,1,0,1,0,1,0
1698,2018-08-12,0,1,1,0,1,0
1699,2018-08-12,0,1,0,1,1,0
1700,2018-08-12,1,0,1,0,1,0
1701,2018-08-12,1,0,1,0,1,0
1702,2018-08-12,0,1,0,1,1,0
1703,2018-08-12,1,0,1,0,1,0
1704,2018-08-13,1,0,1,0,1,0
1705,2018-08-13,1,0,0,1,1,0
1706,2018-08-13,1,0,1,0,1,0
1707,2018-08-13,1,0,1,0,1,0
1708,2018-08-13,1,0,1,0,1,0
1709,2018-08-14,1,0,1,0,1,0
1710,2018-08-14,1,0,1,0,1,0
1711,2018-08-14,1,0,1,0,0,0
1712,2018-08-14,1,0,1,0,1,0
1713,2018-08-14,1,0,0,1,1,0
1714,2018-08-14,1,0,0,0,1,0
1715,2018-08-15,1,0,1,0,1,0
1716,2018-08-15,1,0,1,0,1,0
1717,2018-08-15,1,0,1,0,1,0
1718,2018-08-15,1,0,1,0,1,0
1719,2018-08-15,0,1,1,0,1,0
1720,2018-08-15,1,0,1,0,0,0
1721,2018-08-15,1,0,1,0,1,0
1722,2018-08-16,1,0,1,0,1,0
1723,2018-08-16,0,1,1,0,1,0
1724,2018-08-16,1,0,1,0,1,0
1725,2018-08-16,1,0,1,0,1,0
1726,2018-08-17,1,0,1,0,1,0
1727,2018-08-17,1,0,1,0,1,0
1728,2018-08-17,1,0,1,0,1,0
1729,2018-08-17,1,0,1,0,1,0
1730,2018-08-17,1,0,1,0,1,0
1731,2018-08-17,0,1,0,1,1,0
1732,2018-08-18,1,0,1,0,1,0
1733,2018-08-18,1,0,1,0,0,0
1734,2018-08-18,0,1,1,0,0,0
1735,2018-08-18,1,0,1,0,1,0
1736,2018-08-18,1,0,1,0,1,0
1737,2018-08-18,1,0,1,0,1,0
1738,2018-08-19,1,0,0,1,1,0
1739,2018-08-19,1,0,1,0,1,0
1740,2018-08-19,1,0,1,0,1,0
1741,2018-08-19,1,0,1,0,1,0
1742,2018-08-19,1,0,1,0,1,0
1743,2018-08-20,0,1,1,0,1,0
1744,2018-08-20,1,0,1,0,1,0
1745,2018-08-20,0,1,1,0,1,0
1746,2018-08-20,1,0,1,0,1,0
1747,2018-08-20,1,0,1,0,1,0
1748,2018-08-20,1,0,0,1,1,0
1749,2018-08-20,1,0,1,0,0,0
1750,2018-08-21,1,0,1,0,1,0
1751,2018-08-21,1,0,1,0,1,0
1752,2018-08-21,1,0,1,0,1,0
1753,2018-08-21,1,0,1,0,0,0
1754,2018-08-21,0,1,1,0,1,0
1755,2018-08-21,1,0,1,0,0,0
1756,2018-08-21,1,0,1,0,1,0
1757,2018-08-21,1,0,1,0,1,0
1758,2018-08-22,0,1,1,0,1,0
1759,2018-08-22,1,0,1,0,1,0
1760,2018-08-22,1,0,1,0,1,0
1761,2018-08-22,1,0,1,0,1,0
1762,2018-08-22,1,0,1,0,1,0
1763,2018-08-22,0,1,1,0,1,0
1764,2018-08-22,0,1,1,0,1,0
1765,2018-08-22,1,0,1,0,1,0
1766,2018-08-23,1,0,1,0,1,0
1767,2018-08-23,1,0,1,0,1,0
1768,2018-08-23,1,0,1,0,1,0
1769,2018-08-23,1,0,1,0,1,0
1770,2018-08-23,1,0,1,0,0,0
1771,2018-08-23,1,0,1,0,1,0
1772,2018-08-23,1,0,1,0,1,0
1773,2018-08-24,1,0,1,0,1,0
1774,2018-08-24,0,1,1,0,1,0
1775,2018-08-24,0,1,0,1,1,0
1776,2018-08-24,0,1,0,1,1,0
1777,2018-08-24,0,1,1,0,1,0
1778,2018-08-24,1,0,1,0,1,0
1779,2018-08-24,1,0,0,1,1,0
1780,2018-08-24,1,0,0,1,1,0
1781,2018-08-24,1,0,1,0,1,0
1782,2018-08-25,1,0,1,0,1,0
1783,2018-08-25,1,0,1,0,1,0
1784,2018-08-25,0,1,0,1,1,0
1785,2018-08-25,1,0,1,0,1,0
1786,2018-08-25,1,0,1,0,1,0
1787,2018-08-25,0,1,1,0,1,0
1788,2018-08-26,0,1,1,0,1,0
1789,2018-08-26,1,0,1,0,1,0
1790,2018-08-26,0,1,1,0,1,0
1791,2018-08-26,0,1,1,0,1,0
1792,2018-08-26,1,0,1,0,1,0
1793,2018-08-26,1,0,1,0,1,0
1794,2018-08-27,1,0,0,1,1,0
1795,2018-08-27,1,0,0,1,1,0
1796,2018-08-27,1,0,0,0,1,0
1797,2018-08-27,1,0,1,0,1,0
1798,2018-08-27,1,0,1,0,1,0
1799,2018-08-28,1,0,1,0,0,0
1800,2018-08-28,1,0,1,0,1,0
1801,2018-08-28,1,0,1,0,0,0
1802,2018-08-28,1,0,1,0,0,0
1803,2018-08-28,1,0,1,0,0,0
1804,2018-08-29,1,0,0,1,1,0
1805,2018-08-29,1,0,1,0,1,0
1806,2018-08-29,0,1,1,0,1,0
1807,2018-08-29,1,0,0,0,1,0
1808,2018-08-29,1,0,1,0,1,0
1809,2018-08-29,1,0,1,0,1,0
1810,2018-08-30,1,0,1,0,1,0
1811,2018-08-30,1,0,1,0,1,0
1812,2018-08-30,0,1,0,1,1,0
1813,2018-08-30,1,0,1,0,1,0
1814,2018-08-30,1,0,0,1,1,0
1815,2018-08-30,1,0,1,0,1,0
1816,2018-08-31,1,0,1,0,1,0
1817,2018-08-31,0,1,1,0,1,0
1818,2018-08-31,1,0,1,0,1,0
1819,2018-08-31,1,0,0,0,1,0
1820,2018-08-31,1,0,1,0,1,0
1821,2018-09-01,1,0,0,1,1,0
1822,2018-09-01,1,0,1,0,1,0
1823,2018-09-01,1,0,1,0,1,0
1824,2018-09-01,1,0,1,0,1,0
1825,2018-09-01,1,0,1,0,1,0
1826,2018-09-01,1,0,1,0,1,0
1827,2018-09-02,1,0,1,0,1,0
1828,2018-09-02,1,0,1,0,1,0
1829,2018-09-02,1,0,0,1,1,0
1830,2018-09-02,0,1,0,1,1,0
1831,2018-09-02,0,1,0,1,1,0
1832,2018-09-03,1,0,1,0,1,0
1833,2018-09-03,1,0,1,0,1,0
1834,2018-09-03,1,0,1,0,1,0
1835,2018-09-03,1,0,1,0,1,0
1836,2018-09-03,0,1,1,0,1,0
1837,2018-09-03,0,1,0,1,1,0
1838,2018-09-03,0,1,0,1,1,0
1839,2018-09-04,1,0,1,0,1,0
1840,2018-09-04,0,1,1,0,1,0
1841,2018-09-04,1,0,1,0,1,0
1842,2018-09-04,1,0,1,0,1,0
1843,2018-09-04,1,0,1,0,1,0
1844,2018-09-04,1,0,1,0,1,0
1845,2018-09-04,1,0,1,0,1,0
1846,2018-09-05,0,1,1,0,1,0
1847,2018-09-05,0,1,1,0,1,0
1848,2018-09-05,1,0,1,0,1,0
1849,2018-09-05,1,0,0,1,1,0
1850,2018-09-05,1,0,0,0,1,0
1851,2018-09-06,0,1,1,0,1,0
1852,2018-09-06,1,0,1,0,1,0
1853,2018-09-06,1,0,1,0,1,0
1854,2018-09-06,1,0,1,0,1,0
1855,2018-09-06,1,0,1,0,0,0
1856,2018-09-06,1,0,1,0,1,0
1857,2018-09-06,0,1,1,0,1,0
1858,2018-09-07,1,0,1,0,1,0
1859,2018-09-07,1,0,1,0,1,0
1860,2018-09-07,1,0,1,0,1,0
1861,2018-09-07,1,0,1,0,1,0
1862,2018-09-07,1,0,0,1,1,0
1863,2018-09-07,1,0,0,0,1,0
1864,2018-09-07,1,0,1,0,0,0
1865,2018-09-08,1,0,1,0,1,0
1866,2018-09-08,1,0,1,0,1,0
1867,2018-09-08,1,0,1,0,1,0
1868,2018-09-08,1,0,1,0,1,0
1869,2018-09-08,1,0,1,0,1,0
1870,2018-09-09,1,0,1,0,1,0
1871,2018-09-09,1,0,1,0,1,0
1872,2018-09-09,1,0,1,0,1,0
1873,2018-09-09,1,0,1,0,1,0
1874,2018-09-10,0,1,1,0,1,0
1875,2018-09-10,1,0,1,0,1,0
1876,2018-09-10,1,0,1,0,1,0
1877,2018-09-10,1,0,1,0,1,0
1878,2018-09-10,1,0,1,0,1,0
1879,2018-09-10,1,0,1,0,1,0
1880,2018-09-10,1,0,1,0,1,0
1881,2018-09-10,1,0,1,0,1,0
1882,2018-09-11,1,0,1,0,1,0
1883,2018-09-11,1,0,0,1,1,0
1884,2018-09-11,0,1,0,1,1,0
1885,2018-09-11,1,0,1,0,1,0
1886,2018-09-11,1,0,1,0,1,0
1887,2018-09-12,1,0,1,0,1,0
1888,2018-09-12,1,0,1,0,1,0
1889,2018-09-12,1,0,1,0,1,0
1890,2018-09-12,1,0,1,0,1,0
1891,2018-09-12,1,0,1,0,1,0
1892,2018-09-12,1,0,1,0,1,0
1893,2018-09-13,1,0,1,0,1,0
1894,2018-09-13,1,0,1,0,1,0
1895,2018-09-14,0,1,1,0,1,0
1896,2018-09-13,1,0,1,0,1,0
1897,2018-09-13,0,1,1,0,1,0
1898,2018-09-13,0,1,1,0,1,0
1899,2018-09-13,1,0,1,0,1,0
1900,2018-09-13,1,0,0,1,0,0
1901,2018-09-14,0,1,0,1,1,0
1902,2018-09-14,1,0,1,0,1,0
1903,2018-09-14,1,0,1,0,0,0
1904,2018-09-14,1,0,1,0,1,0
1905,2018-09-14,1,0,1,0,0,0
1906,2018-09-15,1,0,1,0,1,0
1907,2018-09-15,1,0,1,0,1,0
1908,2018-09-15,1,0,1,0,1,0
1909,2018-09-15,0,1,1,0,1,0
1910,2018-09-15,1,0,1,0,1,0
1911,2018-09-16,1,0,1,0,1,0
1912,2018-09-16,0,1,0,0,1,0
1913,2018-09-16,1,0,1,0,1,0
1914,2018-09-16,1,0,0,1,1,0
1915,2018-09-16,1,0,1,0,1,0
1916,2018-09-17,1,0,1,0,1,0
1917,2018-09-17,0,1,1,0,1,0
1918,2018-09-17,0,1,0,1,1,0
1919,2018-09-17,1,0,1,0,1,0
1920,2018-09-17,1,0,1,0,1,0
1921,2018-09-17,0,1,1,0,1,0
1922,2018-09-17,1,0,1,0,1,0
1923,2018-09-18,1,0,1,0,1,0
1924,2018-09-18,0,1,1,0,1,0
1925,2018-09-18,1,0,1,0,1,0
1926,2018-09-18,0,1,1,0,1,0
1927,2018-09-18,1,0,1,0,1,0
1928,2018-09-18,1,0,1,0,1,0
1929,2018-09-18,1,0,1,0,1,0
1930,2018-09-18,1,0,1,0,1,0
1931,2018-09-19,1,0,0,1,1,0
1932,2018-09-19,1,0,0,1,1,0
1933,2018-09-19,1,0,1,0,1,0
1934,2018-09-19,1,0,1,0,0,0
1935,2018-09-19,1,0,1,0,0,0
1936,2018-09-19,1,0,1,0,1,0
1937,2018-09-19,0,1,1,0,1,0
1938,2018-09-20,0,1,1,0,1,0
1939,2018-09-20,1,0,0,1,1,0
1940,2018-09-20,1,0,1,0,0,0
1941,2018-09-20,1,0,1,0,1,0
